新ID,,,,ENE,,,正例,負例,代表的な定義語,普通名詞フラグ,ENE英語表記,定義文,Definition,属性定義の有無,,注意事項用メモ,
1,7,18,6,,,軍用車両名,"
90式戦車, ヤークトティーガー

I号対戦車自走砲 フクス装甲兵員輸送車",,"装甲車,  戦車,  ",,Military_Vehicle,"軍事用車両の名前。
戦車、戦闘車、装甲車、軍用車両、自走砲などを含む。","A name of a military vehicle.
This includes a tank, combat vehicle, armored truck, or self-propelled artillery.",1,,,
1,7,18,7,,,軍用機名,"エノラ・ゲイ, 零式輸送機, 十一試水上中間練習機

V-22 (航空機), MiG-27 (航空機), 紫電改

エアフォースワン
",,"戦闘機,  爆撃機,  練習機,  航空機,  偵察機,  飛行艇,  輸送機,  ヘリコプター",,Military_Aircraft,軍事用航空機の名前。武力、防衛システムなどが付随しているものなど。,A name of a military aircraft with force of arms or defensive system is equipped. ,1,,,
1,7,18,8,,,艦艇名,"ペレスヴェート級戦艦, 武蔵 (戦艦), ヴァンガード級原子力潜水艦
G18 (空母), 伊号第三百六十八潜水艦","原子力打撃巡洋艦(→ ＣＯＮＣＥＰＴ),  戦艦(→ ＣＯＮＣＥＰＴ),   駆潜艇(→ ＣＯＮＣＥＰＴ),  ","艦艇,  潜水艦,  駆逐艦,  戦艦,  巡洋艦,  掃海艇,  空母,  航空母艦,  護衛艦,  フリーゲート",,Military_Ship,軍事用の船舶の名前。,A name of a ship for military use. ,1,,,
1,7,19,,,主義方式名,,,,,,Doctrine_Method,その成り立ちにおいて、主義・思想・方式が関与するものの名前。,"A name of a doctrine or method, which is formed based on certain beliefs, thoughts or arts.",,,,
1,7,19,0,,主義方式名,主義方式名＿その他,"民主主義,   貨幣主義,   キリスト教社会主義,   古典主義,   アジア的専制主義,   印象主義,   非暴力主義,   孤立主義

日本歓迎論,   中華思想,   モダニズム,   リベラル

護送船団方式,   アンチセンス治療法,   グード図法,   トップダウン方式,   トーナメント方式,   先組み工法,   暗示療法

育児休暇制,   委員会制度,   国郡里制,   小選挙区制,   二院制,   中選挙区制度,   道州制,   ＤＨ制,   連座制,   全寮制

アパルトヘイト制度,   消費税制度,   小作制度

西尾体制,　非共産党オール与党体制,　五五年体制

毛沢東路線,   環境リベラル路線

アラビア文字,   ユダヤ暦

足入れ婚,   一夫多妻婚,   アーク溶接,   参勤交代,   士農工商,   HLA型検査,   MLC,   DNAタイピング,   ３バック

主権在民,   一地一作人,   アロマテラピー,   胃液検査,   カイロプラクティック,   クレーデ点眼,   時系列分析,   圧縮成形

Ｘ線分析,   Ｘ線検査,   三権分立,   アクション・リサーチ,   おとり捜査,   財産税,   遺伝子治療,   円借款,   公的介護保険

鍼,   夫婦別姓,   霊感商法,   体外受精

コペルニクス的転回

（以下３つはしめなわの結び方）横止め,   リボン,   藤下がり

ISBN

トリプルアクセル, バント, 背負い投げ","不要論(→ ＣＯＮＣＥＰＴ),   脅威論(→ ＣＯＮＣＥＰＴ),   主戦論(→ ＣＯＮＣＥＰＴ),   和平論(→ ＣＯＮＣＥＰＴ),   遷都論(→ ＣＯＮＣＥＰＴ),   独立論(→ ＣＯＮＣＥＰＴ),   医療制度(→ ＣＯＮＣＥＰＴ),   税制(→ ＣＯＮＣＥＰＴ),   乗員保護システム(→ ＣＯＮＣＥＰＴ),   ワンマン体制(→ ＣＯＮＣＥＰＴ)

応急手当(→ ＣＯＮＣＥＰＴ),   検眼(→ ＣＯＮＣＥＰＴ),   拷問(→ ＣＯＮＣＥＰＴ),   手術(→ ＣＯＮＣＥＰＴ),   心移植(→ ＣＯＮＣＥＰＴ),   注射(→ ＣＯＮＣＥＰＴ),   麻酔(→ ＣＯＮＣＥＰＴ),   閏年(→ ＣＯＮＣＥＰＴ),   干支(→ ＣＯＮＣＥＰＴ),   ゴールド免許証(→ プロダクト名＿その他),   車検(→ ＣＯＮＣＥＰＴ),   三頭政治(三人による政治体制→ ＣＯＮＣＥＰＴ)

自動車ナンバー(→ ＣＯＮＣＥＰＴ),   国債(→ ＣＯＮＣＥＰＴ),   四年制大学(→ ＣＯＮＣＥＰＴ)

クリントン政策（→政策計画名）,   アパルトヘイト（→政策計画名）,   出版の自由(→ プロダクト名＿その他),   近衛声明(→ 出版物名＿その他)

ジャンプ（→ ＣＯＮＣＥＰＴ）, ホームラン（→ 記録なのでＣＯＮＣＥＰＴ）","方法,  手法
文字,  技術,  戦法,  化学反応,  技",1,Doctrine_Method_Other,"主義方式名のうち、その下位クラスに属さないもの。
",A name of a doctrine or method (1.7.19 Doctrine_Method) that does not belong to any of the other subordinate categories (1.7.19.1 - 1.7.19.17). ,1,,,
1,7,19,1,,,罪名,"住居侵入罪,  収賄罪,  殺人罪,  不敬罪
拉致,   無罪,   詐欺,   強盗殺人,   証券取引法違反,   殺人未遂罪,   保護責任者遺棄致死,   殺人未遂容疑

強盗未遂容疑,   誘拐容疑,   背任,   密輸容疑,   事故調書ねつ造容疑,   胎児殺し,   無差別殺人,   駐車違反,   ハイジャック,  マネー・ロンダリング, 密航","  

ひき逃げ(→ ＣＯＮＣＥＰＴ),   密通(→ ＣＯＮＣＥＰＴ),   殺害(→ ＣＯＮＣＥＰＴ),   通り魔(→ ＣＯＮＣＥＰＴ)

ホワイトカラー犯罪(→ ＣＯＮＣＥＰＴ)","犯罪,  犯罪類型,  罪",,Offense,違法・不法行為である罪や逮捕されるような容疑の名前。「〜罪」「〜（の）容疑」「〜の疑い」をつけて不自然ではない名詞句。,"A name of a crime or rap, which is an unlawful act punishable by a state or other authority. 
The entity in this category should fill in the following phrases: ""the crime of __"" or ""suspicion of __"". ",1,,,
1,7,19,2,,,等級名,"４級,  八段,  トリプルA,  黒帯,  女子４８キロ級,  一軍","ジャンプ・ラージヒル（→競技名）,   女子50メートル背泳（→競技名）

メジャーリーグ（→競技リーグ名）

ベスト８（→順位表現）

S&Pの格付け（→プロダクト名＿その他）、シングルAマイナス（→プロダクト名＿その他）,   罪一等（→プロダクト名＿その他）","階級,  クラス,  級",1,Class,"スポーツやその他の競技にいて、個人や団体に与えられる等級の名前。
例えば、等級、階級、段、級など。","A name of a class, grade or rank given to a person, a group of people, or an organization, in a sport or other competition",,,,
1,7,19,3,,,賞名,"ノーベル賞,  アカデミー賞,  国民栄誉賞,  ピュリッツァー賞,  フィールズ賞","  
賜杯(→ 勲章名),   敢闘賞(→ ＣＯＮＣＥＰＴ),   褒章(→ ＣＯＮＣＥＰＴ)","賞,  部門,  文学賞,  映画賞",,Award,コンペティションの勝利者、もしくは、優れた功績に与えられる賞の名前。,"A name of an award, prize or medal that is given as a reward to the winner of a competition or in recognition of an outstanding achievement.",1,,,
1,7,19,4,,,勲章名,"文化勲章,  ガーター勲章,  レーニン勲章,  賜杯,  ブルーリボン",,勲章,,Decoration,国家・社会に対する功労者を表彰して国家から与えられる記章の名前。,A name of an order or state decoration that is awarded by a sovereign state to honor the recipient.,1,,,
1,7,19,5,,,貨幣名,"ソリドゥス金貨,  デナリウス貨,  王莽銭,  アッシニャ","金貨(→ ＣＯＮＣＥＰＴ),   銀貨(→ ＣＯＮＣＥＰＴ),   紙幣(→ ＣＯＮＣＥＰＴ)","硬貨,  通貨,  銀貨,  金貨,  銭貨,  貨幣,  紙幣",,Money_Form,"貨幣の名前。
例えば、鋳貨・紙幣・銀行券などのお金、コインなど。","A name of a form of money, such as a bill, banknote, or coin.",1,,,
1,7,19,6,,,技術名,"SKYACTIV TECHNOLOGY,スーパーセレクト4WD,統合無人戦闘航空システムA-train (日立製作所),肺動脈カテーテル,被覆アーク溶接,スキップジャック (暗号)",,"技術,  方法,  治療法,  手法",,Technology,製品に対する技術の名前。,A name of a technology that is applied for a product. ,1,,,
1,7,19,7,,,規格名,"IEEE 802.10,ISO 1000,Bluetooth,DVD-R,MS ゴシック,HOゲージ,国際標準名称識別子,
統一金融機関コード",,"コード,  標準,  プロトコル,  フォーマット",,Standard,製品に対する基準の名前。,A name of a standard that is applied for a product. ,1,,,
1,7,19,8,,,制度名,"ETC割引制度,確定申告,日本標準時,固定資産税,確定給付年金,外国為替資金特別会計",,"制度,  標準時,  権利,  文化財,  税金,  方法",,System,特定の機関などが定めた制度の名前。,A name of a system that is established by a specific institution. ,1,,,
1,7,19,9,,,試験名,"TOEFL,医師国家試験,情報セキュリティ初級認定試験,全国統一小学生テスト,大学入学資格検定,タイガース検定

税理士(→ 資格試験名および地位職業名)",,"試験,  検定",,Examination,資格、検定、試験の名前。,A name of a qualification or an examination. ,1,,,
1,7,19,10,,,主義思想名,"ベトナム反戦運動,  沖縄復帰運動,  光州学生運動,   フランス革命

ポスト構造主義,オートノミズム,新自由主義","反戦運動(→ ＣＯＮＣＥＰＴ),   学生運動(→ ＣＯＮＣＥＰＴ)","思想,  立場, 考え方,  主張",,Doctrine_Thought,共通の主義思想をもとに起こされる社会運動の名前。,A name of a social movement or activity that takes place based on a common doctrine or thought.,1,,,
1,7,19,11,,,文化名,"アシュール文化,  アンデス文明,  アメリカ美術, 
メソポタミア文明,   桃山文化,   山の手カジュアル,   ルネッサンス,   漫画文化,   ギリシャ美術",,"文化,  建築様式",,Culture,文化、文明、美術の名前。,"A name of a culture, civilization, or art.",1,,,
1,7,19,12,,,宗教名,"イスラム教,  吉田神道,  天照皇大神宮教,  モルモン教,  シーア派
仏教,   オウム真理教,   スンニ派,   創価学会,   安倍神道,   イスラム教,   カトリック,   天理教,   日本基督教団愛宕信仰

稲荷信仰,   五家七宗,   禅,   エホバの証人,   カトリック教会,   「末日」信仰",,"団体,  一派,  宗教,  宗教法人,  教派,  宗派",,Religion,"宗教の名前。
宗派、教団を含む。",A name of a religion or religious sect.,1,,,
1,7,19,13,,,学問名,"温泉化学,  言語美学,  材料力学,  農芸化学,  量子エレクトロニクス

国際関係学,   内科,   コンピュータサイエンス,   物理学,   地政学,   化学,   免疫学,   音響光学

英文学,   地震学,   数学,   建築学,   地球物理学,   生化学,   麻酔科,   公衆衛生学,   哲学,   アメリカ史

地球科学,   統語論,   国際関係論,   陰陽道,   茶道,   華道,   加速器科学,   医術,   算術","科学(→ ＣＯＮＣＥＰＴ),   巨大科学(→ ＣＯＮＣＥＰＴ),   基礎科学(→ ＣＯＮＣＥＰＴ),   語学(→ ＣＯＮＣＥＰＴ)

歴史学者（→地位職業名）","学問,  学科,  県級",1,Academic,"学問の名前。
「～学」、学問、科目など。","A name of an academic field. 
This includes an ology of a subejct. ",1,,,
1,7,19,14,,,理論名,"相対性理論,  進化論,  プレートテクトニクス理論",,"定理,  理論,  法則,  問題,  仮設, 説,  方法,  学説",,Theory,"学説、法則などの理論の名前。 
理論、学説、原理、定理、命題など、その理論を提唱した人が想定できるもの。","A name of a theory or natural law. 
This includes a theory, a principle, a theorem, and a proposition the advocate of which can be assumed. 
",1,,,
1,7,19,15,,,流派名,"一羽流,  美濃派,  文法学派,  甲源一刀流,  小原流,  裏千家,  高砂部屋,  高砂一門",貴乃花部屋(→  競技団体名),"流派,  一派,  流儀,  系統",,Style,"武道・学問・技芸などの特有の手法・様式の名前。 
例えば、流派、流儀、学派など。","A name of a school, style or method of a martial art, study or an art.",1,,,
1,7,19,16,,,競技名,"野球,   男子バレーボール,   スキー,   マラソン,   ジャンプ,   ラージヒル,   陸上競技,   プロゴルフ,   アメリカンフットポール

女子二百メートルバタフライ,   スキー複合,   チームスプリント戦,   きつね狩り,   縄跳び

はねつき,  競馬,   競輪,   競艇,   プロ野球,   ママさんバレー,   少年野球,   ジョギング,   ジャズダンス,   ヨガ","  

男性コーラス部門(→ ＣＯＮＣＥＰＴ)

百人一首(→ ゲーム名＿その他), オセロ(→ ゲーム名＿その他)

ウィンタースポーツ(→ ＣＯＮＣＥＰＴ),   学生スポーツ(→ ＣＯＮＣＥＰＴ)

大相撲（→競技会名）","競技,  スポーツ,  種目, 球技,  武術, ダンス,  武道",1,Sport,優劣をつけられるスポーツの名前。,A name of a sport in which the superiority of the player can be judged.,1,,,
1,7,19,17,,,政策計画名,"規制緩和推進五ヵ年計画,   超伝導超大型粒子加速器（SSC）建設計画,   第七次空港整備五ヵ年計画,   アポロ計画

21世紀日本の構想,   情報スーパーハイウェー構想,   選挙管理内閣構想,  

ニューディール政策,   クリントン政策,   人種隔離政策（アパルトヘイト）,   レーガン経済政策,   日本市場開放政策, ドーズ案

非核政策,   経済構造調整政策（→具体的に１つのものを指すのであればOK。）

銃器対策推進要綱,   フランスと中国の核実験の中止を求める決議案,   対クロアチア経済制裁,   対南革命戦略","対日政策(→ ＣＯＮＣＥＰＴ),   経済政策(ＣＯＮＣＥＰＴ),   中所得減税(→ ＣＯＮＣＥＰＴ)

アパルトヘイト制度（→主義方式名＿その他）

民法改正要綱思案（→規則名＿その他）","ミッション,  構想,  計画,  宇宙飛行,  プロジェクト,  政策",,Plan,"実行前に決められた方針、方策の名前。
例えば、計画、構想、案と 呼ばれるものや、政策等。
法案、条例案は含まない（規則名へ）。
税案は含まない（主義方式名＿その他へ）。","A name of a policy or plan, or a draft of it, which is determined before action. 
A law or regulation, or its draft is not included here, but in 1.7.20 Rule Category. 
A tax plan is also not included here, but in 1.7.19.0 Doctrine_Method_Other Category.",1,,,
1,7,20,,,規則名,,,,,,Rule,条約や法令、試案、規約などの規則の名前。,A name of a rule such as a treaty or statute.,,,,
1,7,20,0,,規則名,規則名＿その他,"公示の原則,  戦後五十年国会決議,  民法改正要綱試案

アルバニア決議,  松本試案,   マッカーサー草案","信教の自由(→プロダクト名＿その他),   州憲法(→ ＣＯＮＣＥＰＴ)","決議,  宣言,  基準,  法案",,Rule_Other,条約や法令以外などの取り決めの名前。法律、条約などの試案を含む。,"A name of a rule (1.7.20 Rule) that does not belong to any of the other subordinate categories (1.7.20.1 - 1.7.20.2). 
This includes a draft of a treaty, law or statute.",1,,,
1,7,20,1,,,条約名,"国際人権規約,   薩土盟約,   モスクワ協定,   パヒキナサーリ条約,   ビョルケ密約,   日米地位協定一七条五項Ｃ,   南北基本合意書,   ロンドン覚書",,"条約,  協定,  合意,  議定書,  協約",,Treaty,"国家間もしくは、複数の組織の間で取り決められた合意の名前。
条項を含む。","A name of a treaty, which is a formally concluded and ratified agreement between states or among multiple organizations. 
This includes an article of a treaty.",1,,,
1,7,20,2,,,法令名,"家電リサイクル法,  御成敗式目,  労働基準法,  イスラエル破壊条項,  ２％条項,   放送法三十二条","信教の自由(→プロダクト名＿その他),   州憲法(→ ＣＯＮＣＥＰＴ)","法律,  法令,  条文,  勅令,  規定,  憲法,  省令, 法",,Law,"法律と命令の名前。 
法律の条項も含む。","A name of a law, statute or order. 
This category includes an article of a law.",1,,,
1,7,21,,,称号名,,,,,,Title,称号、地位、職業の名前。,"A name of a title, position, or occupation.",,,,
1,7,21,0,,称号名,称号名＿その他,"さん,  様,  氏,  ちゃん,  君,  殿,  夫人","夫妻(→ ＣＯＮＣＥＰＴ),   兄弟(→ ＣＯＮＣＥＰＴ)","称号,  尊称",1,Title_Other,称号名のうち、その下位クラスに属さないもの。,A name of a title (1.7.21 Title) that does not belong to the other subordinate category (1.7.21.1 Position_Vocation).,,,,
1,7,21,1,,,地位職業名,"内閣総理大臣,  奈良奉行,  大関

容疑者,   被告

三役,   皇后陛下,   東松山消防署員,   近畿大学文芸学部長,   民選大統領

税理士(→地位職業名および資格試験名)

無職,   パート,   アルバイト
賞金王,   ５冠,   奪三振王,   ミスさっぽろ","担当者,   OB,   信者,   政治犯,   従業員,   残留孤児,   著者,   打者,   エース,   主力,   恩師,   被爆者,   臨時代理

高校生（→学齢）,     専門担当官,   暴力団関係者,   乗組員,   従業員,   名医

文豪,   外資系通信会社勤務,   洋服店経営,   警備会社勤務,   奨学生,   苦学生

楽観主義者（→ ＣＯＮＣＥＰＴ）,  

夫人（→称号名＿その他）","称号,  役職,  官職,  王座,  伯爵位,  長,  職名,  職業",1,Position_Vocation,階位や地位など人のステイタスを表すものや、 職業を表すものの名前。,"A name an occupation, or a position that indicates the status of a person.",1,,,
1,7,22,,,言語名,,,,,,Language,公用語、語族、方言の名前。,"A name of a language, language family, or dialect.",,,,
1,7,22,0,,言語名,言語名＿その他,"印欧語族,  ウラル・アルタイ語族,  大阪弁,   極妻弁（造語）","標準語(→ ＣＯＮＣＥＰＴ),   幼児語(→ ＣＯＮＣＥＰＴ)","言語,  方言,  手話,  言葉, 祖語",,Language_Other,"言語名のうち、その下位クラスに属さないもの。
方言など、公用語以外の言語、語族を含む。","A name of a language (1.7.22 Language) that does not belong to the other subordinate category (1.7.22.1 National_Language). 
This includes a dialect or a language family.",1,,,
1,7,22,1,,,国語名,"英語,  満州語,  ハンガリー語,  スウェーデン語,  チャム語
日本語,   ハングル,   独語,   英米語,   英語,   ラテン語","標準語(→ ＣＯＮＣＥＰＴ),   幼児語(→ ＣＯＮＣＥＰＴ)","言語, 公用語,  国語",,National_Language,公の場で使用されることが正式に認められている国語の名前。,A name of a national language.,1,,,
1,7,23,,,単位名,,,,,,Unit,長さ、質量、金額などを表す単位の名前。,"A name of a unit of measurement, which is a fixed standard quantity, length or weight that is used for measuring things.",,,,
1,7,23,0,,単位名,単位名＿その他,"アンペア,  ニュートン,  ビット,  ロックウェル硬さ,  連
リットル,   ｋｇ,   オーム,   ワット,   デシベル,   カラット,   ｃｍ,   枚,   ヘクトパスカル,   分","億単位(→ ＣＯＮＣＥＰＴ)
3メートル(→ 長さ)","単位,  量",1,Unit_Other,単位名のうち、その下位クラスに属さないもの。,A name of a unit (1.7.23 Unit) that does not belong to the other subordinate category (1.7.23.1 Currency).,,,,
1,7,23,1,,,通貨単位名,"円,   ドル,  ウォン,   フラン,   ユーロ,   ポンド,   クローネ,   ディナール,   元,   ウォン,   香港ドル","天正小判 (→貨幣名),   ソリドゥス金貨(→貨幣名),   ペニー(→貨幣名)

100ドル（→金額表現）

マイクロソフトポイント（→プロダクト名＿その他）","通貨,  通貨単位,  単位",1,Currency,"通貨の名前。
「数字＋通貨単位」の場合は含まない（金額表現へ）。 コインや紙幣は含まない（貨幣名へ）。
来店や購入金額に応じて特典が得られるようなポイントプログラムの名前は含まない（サービス名へ）。","A name of a currency unit. 
The entity named along with a figure is not included here but in 3.1 Money Category. 
A name of a form of money such as a coin or bill is also not included here, but in 1.7.19.5 Money_Form Category. 
A service system such as a loyalty program in which benefits can be obtained according to the frequency of visiting store and purchasing products is not included here, but in 1.7.0 Service Category.  ",1,,,
1,7,24,,,バーチャルアドレス名,,,,,,Virtual_Address,ユーザなどを特定する記号、数字、アルファベット等の並び。,"A character string (consists of characters such as numerals, marks, alphabets, etc.) that specify an user or something.",,,,
1,7,24,0,,バーチャルアドレス名,バーチャルアドレス名＿その他,.jp. edu,,"国別コード,  ドメイン",,Virtual_Address_Other,"バーチャルアドレスのうち、その下位クラスに属さないもの。
例えば、URLの一部など。","A virtual address (1.7.24 Virtual_Address) that does not belong to any of the other subordinate categories (1.7.24.1 - 1.7.24.4).
A part of an URL is an example of this category.",1,,,
1,7,24,1,,,チャンネル名,"NHK教育テレビ, Dlife, CNN, Gyao（→チャンネル名および企業名）, 東京FM（→チャンネル名および企業名）, ＴＢＳラジオ（→チャンネル名および企業名）, フジテレビ（→チャンネル名および企業名）, BBC（→チャンネル名および企業名）

ジャにのちゃんねる(YouTubeチャンネル → チャンネル名および番組名),  HikakinTV(YouTubeチャンネル → チャンネル名および番組名)","
","基幹放送,  テレビ局,  ウェブサイト,  放送局,  チャンネル",,Channel,"ラジオやテレビなどのチャンネルの名前。
インターネット上のチャンネル名を含む。
ウェブサイトの名前を含む。","A channel of a broadcast media such as the television, radio or streaming television. 
This includes a name of a website.",1,,,
1,7,24,2,,,電話番号,"１２３４−５６７８,   １１０番,   一一九番,   ０６・５４３・１２３４〜１２３５,   （２１２）１２３‐１２３４,   内線１２３",,電話番号,,Phone_Number,"電話番号。
ＦＡＸなど別の目的に使われているものを含む。 ",A phone or fax number.,,,,
1,7,24,3,,,電子メイル,ｓｅｋｉｎｅ＠ｌａｎｇｕａｇｅｃｒａｆｔ．ｃｏｍ,,,,Email,"電子メイルアドレス。
ウェブサイトのアドレスはＵＲＬとする。",An email address. ,,,,
1,7,24,4,,,ＵＲＬ,ｈｔｔｐ：／／ｗｗｗ．ｌａｎｇｕａｇｅｃｒａｆｔ．ｃｏｍ／,,サイト,,URL,インターネットのページアドレス、ＵＲＬ。 ,"A web address, or URL.",,,,
1,8,,,イベント名,,,,,,,Event,イベントの名前。　出来事の名前。,A name of an event or matter.,,,,
1,8,0,,イベント名,イベント名＿その他,,"ポケモンブーム,   第一次ベビーブーム,   アジア通貨危機

東西統一,  冷戦","参院選(時期が特定されない→ 選挙名),   総選挙(時期が特定されない→ 選挙名),   中間選挙(時期が特定されない→ 選挙名),   米大統領選挙(時期が特定されない→ 選挙名),   山梨県知事選(時期が特定されない→ 選挙名),   伊勢参り(→ ＣＯＮＣＥＰＴ),   総裁選出馬問題(時期が特定されない→ ＣＯＮＣＥＰＴ)","問題,  論争,  出来事,  景気",,Event_Other,"イベント名のうち、その下位クラスに属さないもの。
例えば、戦争名、事故事件名以外の社会的出来事・現象など。","A name of an event (1.8 Event) that does not belong to any of the other subordinate categories (1.8.1 - 1.8.4).
A social event and phenomenon other than war, accident or incident are examples of this category.",1,,,
1,8,1,,,自然現象名,,"メイ・ストーム,   シベリア高気圧,   モンスーン,   偏西風,   千島海流,   黒潮,   メキシコ湾流,   エルニーニョ,   台風","雨(→ ＣＯＮＣＥＰＴ),   晴れ(→ ＣＯＮＣＥＰＴ)","海流,  現象,  風,  高気圧",1,Natural_Phenomenon,"風、海流などの自然現象の名前。
時期と場所がある程度限定された自然現象として名づけられたもの。","A name of a natural phenomenon such as wind or ocean current, which occurs in a certain period and area.",1,,,
1,8,2,,,自然災害名,,,,,,Natural_Disaster,自然災害の名前。,A name of a natural disaster.,,,,
1,8,2,0,,自然災害名,自然災害名＿その他,"雲仙普賢岳噴火災害,   寛永の飢饉",火山噴火(→ ＣＯＮＣＥＰＴ),"飢餓,  災害,  渇水,  大飢饉,  被害,  砂嵐",,Natural_Disaster_Other,"自然災害名のうち、その下位クラスに属さないもの。
飢饉、噴火などを含む。","A name of a natural disaster (1.8.2 Natural_Disaster) that does not belong to any of the other subordinate categories (1.8.2.1 - 1.8.2.2). 
Examples are famine, volcanic eruptions, etc.",1,,,
1,8,2,1,,,地震名,"アラスカ地震,   チリ地震,   長野県西部地震,   三河地震,   ルーマニア地震, 東日本大震災",,"地震,  地震活動,  災害",,Earthquake,地震によって起こされた自然災害の名前。,A name of a natural disater caused by an earthquake.,1,,,
1,8,2,2,,,水害名,"室戸台風,   伊勢湾台風,   ジェーン台風,   諫早豪雨,   サイクロン・ナルギス,  平成9年台風第9号,  1887年黄河洪水",,"台風,  ハリケーン,  水害,  洪水,  集中豪雨,  災害",,Flood_Damage,"水によって起こされた自然災害の名前。
例えば、台風、ハリケーン、洪水など。","A name of a natural disaster caused by water.
Examples are typhoon, hurricane, or flood, etc.",1,,,
1,8,3,,,催し物名,,,,,,Occasion,"人間が行う、祭、展覧会などの催し物の名前。
定期的に開催されるイベントや、期間・内容などがあらかじめ決まっているようなイベントを含む。","A name of an occasion or event that people hold on a regular basis, or for a limited period of time, such as a festival, exhibition, etc. ",,,,
1,8,3,0,,催し物名,催し物名＿その他,"春のブライダルフェア‘９５,   ノーベル賞授賞式, 隅田川花火大会, 全米桜祭り,

原爆と共に生きる（講義）,  2018年平昌オリンピックの閉会式, 三田祭",学園祭(→ ＣＯＮＣＥＰＴ),"イベント,  花火大会,  祭,  スペシャルイベント,  祭典,  キャンペーン,  行事",,Occasion_Other,"催し物名（定期的に開催されるイベントや、期間・内容などがあらかじめ決まっているようなイベント）のうち、その下位クラスに属さないもの。
",A name of an occasion (1.8.3 Occasion) that does not belong to any of the other subordinate categories (1.8.3.1 - 1.8.3.5).,1,,,
1,8,3,1,,,祭礼名,"端午の節供, 灯籠流し, 海神祭,  曲水宴,  チャンココ,   クリスマス,   正月",,"祭り,  祭,  祭礼,  行事,  祭事,  例祭",1,Religious_Festival,定期的に行われる宗教的もしくは民族的行事の名前。,"A name of a religious or traditional ceremony, festival or event that is held on a regular basis.",1,,,
1,8,3,2,,,選挙名,"参院選, 総選挙,  米大統領選挙,   山梨県知事選挙,
1953年ドイツ連邦議会選挙, 2010年アメリカ合衆国中間選挙, 2010年沖縄県知事選挙,
巻町における原子力発電所の建設に関する住民投票","大統領選挙（国が特定されない→ ＣＯＮＣＥＰＴ), 市議会選挙(→ ＣＯＮＣＥＰＴ)","選挙,  投票",,Election,選挙、投票の名前。,A name of an election or vote.,1,,,
1,8,3,3,,,競技会名,"東京オリンピック, オリンピック,  第50回びわ湖毎日マラソン,   びわ湖毎日マラソン,  広島アジア大会,   イエーテボリ世界陸上,   ユニバーシアード福岡大会,   バルセロナ五輪
W杯香港大会

第七十三回全国高校サッカー選手権,   第2回全国クラブラグビー大会,   2004年オリンピック,   大相撲平成30年1月場所

第69回高松宮記念杯競輪,   Nコン2018,  朝日オープン将棋選手権,  NHK杯テレビ囲碁トーナメント,  アイデア対決・全国高等専門学校ロボットコンテスト,  ホリプロタレントスカウトキャラバン",決勝リーグ(→ ＣＯＮＣＥＰＴ),"大会,  競走,  競技会,  レース,  シーズン,  選手権",,Competition,"スポーツなどの競技大会の名前。
コンクールなどのスポーツ以外の競技会を含む。","A name of a competition or game of a sport, or an event competing the superiority of any skill.",1,,,
1,8,3,4,,,展示会名,"筑波科学万博,   第９回フードフェスティバル,  江戸の浮世絵展,   第26回ヴェネツィア国際映画祭,   日本陶芸展,  東京キャラクターショー,  世界デザイン博覧会",,"映画祭,  イベント,  博覧会,  特別博,  展示会,  展覧会,  即売会",,Exhibition,"展示イベントの名前。
例えば、絵画、美術品などの展覧会、映画祭、企業の展示会など。","A name of an exhibition which includes exhibition of paintings and art craft, movie festival, industrial exhibition.",1,,,
1,8,3,5,,,会議名,"日米構造協議,   第1回日米構造協議,  アルカディア会談,  世界女性会議,   第9回世界女性会議, G7

ＡＰＥＣ大阪会議,   ナポリサミット,   池田−ロバートソン会談,   日米首脳会談,   アジア・アフリカ作家会議,   米第一〇四議会

シンガポール会談,   日米包括経済協議,   緊急三役懇談会,   日本建築学会公開シンポジウム,","首脳会談(→ ＣＯＮＣＥＰＴ),   外相会談(→ ＣＯＮＣＥＰＴ),   臨時中執委(→ ＣＯＮＣＥＰＴ),   定期大会(→ ＣＯＮＣＥＰＴ)","会議,  ドラフト,  党大会, 公会議,  国会,  首脳会議,  会談,  総会",,Conference,会議の名前。,A name of a conference.,1,,,
1,8,4,,,事故事件名,,,,,,Incident,事故、事件、戦争など、突発的に起こった出来事の名前。,"A name of an accident, incident or war that happenes in unexpected way.",,,,
1,8,4,0,,事故事件名,事故事件名＿その他,"生麦事件,  チャタレイ事件

チェルノブイリ原子力発電所事故,   東海村臨界事故,   もんじゅ事故

リクルート事件,   陸英修夫人暗殺事件

タテホ化学工業事件,   日本商事（本社・大阪）株のインサイダー取引事件,   英ベアリングズ社事件, 大阪空港訴訟","ウォーターゲート事件（→社会事件名)
正中の変（→社会事件名)
浦戸一揆（→社会事件名)
アメリカ同時多発テロ事件（→社会事件名)
地下鉄サリン事件（→社会事件名)
二・二六事件（→社会事件名)
早大闘争（→社会事件名)
喜連川騒動（→社会事件名)
蘆溝橋事件（→戦争名)","殺人,  火災,  強盗殺人,  問題,  汚職,  出来事,  騒動",,Incident_Other,"事故事件名のうち、その下位クラスに属さないもの。
裁判にかかるもの。","A name of an incident (1.8.4 Incident) that does not belong to any of the other subordinate categories (1.8.4.1 - 1.8.4.3).
This includes an incident related to a judicial court. ",1,,,
